公众号,链接,标题,错误类型,错误信息,记录时间
深思圈,https://mp.weixin.qq.com/s?__biz=Mzg3NDc2MjQxMg==&tempkey=MTM3MF9ucWs4a3RJamhrdHB0SCtPYzlFS0JXMHlMc1ZzT2RGbnNoaTFwS3lvc0RqdENlellhVDVUNkNsbC1VM0FfcWFwTEFnUXZPSERLeV95ODl3WWo0N3pOalhYcUdvOXdTR09ZWVg1MVkwalM1T1RYck5iTE0zYTJIWTF0cU9zdVFlVnRUREx5VE1SRGZ3dUZ2RFJhRU13c0xfTnBKUmk1bTU5VmJFTDZnfn4%3D&chksm=cec9718cf9bef89a92500830f35d5ed7880dc30e11cae9a02a5d5037fb4060089124dda406da,4000万美元！红杉美国和NEA抢投这家医疗AI公司,解析异常,未提取日期,2026-04-16 22:48:07
MindCode,https://mp.weixin.qq.com/s?__biz=MzAxNTYwMzcyNw==&tempkey=MTM3MF9YbXd1RSs4YTN1SmdmNkRoVDJ2UGpiNGs0OTRnUEJsTGY2MHJwZFRvdGlETnpkdmpZcEN3amM4NjNJRC12eWlwMmhEYVl6Z0pXM1pQWFhYbGhuMzFKdEYzTFhnR1JSMENzQUVtMzBQM0RQX1dhUTEtOTRCcWtQbU8zNDI1RVJvam1xRk5zVzVlT1pCdDI1ek5sUUZLT1BpSkZtOThsYnhTd2pQMXlnfn4%3D&chksm=9b80cb2bacf7423d673a4c6afaba67eaf3396795f6e6c1146117e42d362953c6c9b608a2b50b,作为人类，一开始我们害怕断粮，后来我们害,解析异常,未提取日期,2026-04-16 23:25:54
Web3天空之城,https://mp.weixin.qq.com/s?__biz=MzIxODUzNTg2MA==&tempkey=MTM3MF9LT2ppUlhNa1BBRTdvOUY2SGpQaTJabENLdWVxU0lzdl9rWkpNbm1YV05oQlhCY2Q1ZXhkTUNzMk9lbEQwcTRBSkwwUzBxUXpuMnVUV0JraHJkTnAwbWlWZDFfY1hVSENaVnRlQ2lyNDRvX0hBT3ptMWVkelM3a20wbFVkdG53UXlqdjNYVDlTaUVlbnhoX1RNamlQdktmcnNXc05NVklVOVFmaW5Bfn4%3D&chksm=97e85e83a09fd795d41093bf4d175c752e67281f19ee15fae1a64d9e65d03a25358fe38a40cb,巅峰寿限：生物医学专家的硬核进化论,解析异常,未提取日期,2026-04-16 23:26:47
白鲸出海,https://mp.weixin.qq.com/s/ui4VNDdgM-Am5biIDSKj2Q,TENWAYS冲刺港交所：欧洲发展最快的EBIKE企业，高瓴腾讯阿里为股东,解析异常,未提取日期,2026-04-16 23:30:11
郎瀚威 Will,https://mp.weixin.qq.com/s?__biz=MzIwNjM2NjQyNg==&tempkey=MTM3MF9rVGh4aUZsWHJZdm5aa2xhaE5TYTdUWW5pUjY5RjRCNGJxYW9YVThDYmFUeDZzLWNaLU92OVB4OXhZN1UtMmg4cC1qN3Z2N1hkVkVIRXdXSXowZEwxdWFjOGJDTmlRdXhvT2ptWjlvcV85TU9SamJqY05MU0pSMENuYUMtU18wZHdvMUZ2NFNsRTBCNnp2RlVLS2lOSGdvX0tqczUtb2hxSkFQalJBfn4%3D&chksm=97201e32a05797247a2b91f4072dbc88273258ee081c79789a108f4de3989f52c7e4d5e04e0b,"硅谷创业者把龙虾接进公司，两周烧了$15,000——他说这钱花少了",解析异常,未提取日期,2026-04-16 23:37:00
郎瀚威 Will,https://mp.weixin.qq.com/s/_Kbc31k-tyMeudvUxzue3A,2146条Twitter骂声里，藏着AI操控电脑的真相,解析异常,未提取日期,2026-04-16 23:37:00
王吉伟,https://mp.weixin.qq.com/s?__biz=MzA5NjMzODEwNQ==&tempkey=MTM3MF9CMWg4ZUpQRG1GUXVSSUc2b2RYcjU5S3luNkNtLUVEV0VSUXJoUmZmLW1EUXd5N3JUT0oySnhqei1sWWlfRHJCM0gyeHVnZXdaeGVRTDRSYnhqQl9lU3BQclkzVkY3RGJ1R2ZmUHdLVnp3NDBfNWk1dkdxNXI4bEQzbVhubExicTBtaEJqQi1ETzVLckYwbjBseE00YVM3cDFjd1RvSVdpMU9KZEd3fn4%3D&chksm=88b9ea41bfce635729704bf2727fcbc82a77e114539c5a09b8a1bfab8f15fc94d896ea66ac01,很严重了，大家别轻易离职。。,解析异常,未提取日期,2026-04-16 23:44:03
王吉伟,https://mp.weixin.qq.com/s?__biz=MzA5NjMzODEwNQ==&tempkey=MTM3MF9WL0ZQT2RDYkVoZUg5U1grb2RYcjU5S3luNkNtLUVEV0VSUXJoUmZmLW1EUXd5N3JUT0oySnhqei1sWmpLWVpHc1F3Q2NhNERjX3Q4dTNDYmwzdzdyOVRYZF9aT2xzaDJ2YUxqeUpnZEJWa01TRXFJOHpDMm1wOGtKZzVTZWFSRWNnd3F0eFhpaXFwV252dnBlZS05TU8yMEY2cFdkVGNINm1pNTFBfn4%3D&chksm=88b9eddcbfce64ca78628f0ad9a52ca6695bb05c7dded0de46a3d361bf62dcad0d57527b786c,团队准备解散了。。,解析异常,未提取日期,2026-04-16 23:44:03
量子位,https://mp.weixin.qq.com/s/aGPJlNTFFeYg4muAQJnfSA,入职Meta的吴翼，清华叉院官网已撤其教职信息,解析异常,未提取日期,2026-04-16 23:48:48
量子位,https://mp.weixin.qq.com/s/BtI_ceZp-oG5YNS17dwuug,马斯克版微信亮相：支持中文，加密聊天，还专门防截屏,解析异常,未提取日期,2026-04-16 23:48:48
新智元,https://mp.weixin.qq.com/s/uMwLmrVHwYti4i_DrrEkWQ,马斯克版微信，终于来了！,解析异常,未提取日期,2026-04-16 23:52:43
智东西,https://mp.weixin.qq.com/s/_PWnikxaAI0umDxVmUiHgA,曝京东云PaaS一号位被刘强东开除！,解析异常,未提取日期,2026-04-16 23:55:33
Web3天空之城,https://mp.weixin.qq.com/s?__biz=MzIxODUzNTg2MA==&tempkey=MTM3MF9KcDhZNDJESUh5Mm40TEJ3SGpQaTJabENLdWVxU0lzdl9rWkpNbm1YV05oQlhCY2Q1ZXhkTUNzMk9lbEhMOVhWeHBlOXhncjBIdVJHc3JYbDJETTRwV292bHBVMG1rcDhscnVBRGwzb2phNzE0cGplRHZQbW9wSlR3blJ5MHBBNy1QdENNcHNiNGkyVUF6OGNKRUpJMGJEZ2VfMjdYaEotR3Znb2lRfn4%3D&chksm=97e85f7ea09fd668a65eecc6a87b9e846eef79ed5fb66e53b5686ce32342fe52c79bcee96b3f,XChat 离“美国版微信”还很远，马斯克更急的是补上 X 的信任缺口,解析异常,未提取日期,2026-04-16 23:59:56
白鲸出海,https://mp.weixin.qq.com/s/9PIuVkXAuxcLEJDbWSNupw,马斯克的美国版微信 XChat，本周正式上架,解析异常,未提取日期,2026-04-17 00:01:31
白鲸出海,https://mp.weixin.qq.com/s?__biz=MzA3NTQ4NjczNw==&tempkey=MTM3MF9RV0t1UndPL3pxZVY1UWdjSkJyeXV2NTRsZi1YUEdKeFlPZDZQNVVWSF8yOXd2U0ZKeFc4RVhqNEFZdFZrbXM0RmNqQVhud2xxbnBwNmNKUU9Ock5lRUZHbWNVc3hNWmRhbTlrX25oSUJTRUZMRU5KVlRUaGdyVnQ0U3QxZU53NkNGMy02ZnlJRmVsWHJheWxsTkdxTHk2N0JTckU4UlpUT0ppLXVnfn4%3D&chksm=876545a8b012ccbe681282caa9fda6ae776e3aef5dee96d87e97073958df6d7377699fb6da2d,小红书跨境电商Redshop将于6月正式上线，AI DIY积木品牌UNICUS 完成数百万美元融资｜一句话看出海新鲜事,解析异常,未提取日期,2026-04-17 00:01:31
极客公园,https://mp.weixin.qq.com/s/mqqxhKRjB2BZXT7U1YwaGQ,大疆 OSMO Pocket 4 深度体验：三年之后，大疆如何继续定义「手持云台相机」,解析异常,未提取日期,2026-04-17 00:03:21
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF8zYjdpM1N5THpxdDIvemlPZDdmU0c3LXhJeFZOTklRcXFrbEdXYnJIbGE5dGpqTEx2SnBnOEVqUlo1ZUxxcndDaTloUU5QY3NrTjBxaEZ1MFF4elM1RU1SdDFra3hTcEx5cVl1SU1ibHUtVzU0aW1kVldjZUtONUlfZEZadDE0MUtJTjJ5R0ZfZWdjODFOanNTT1NnTkkwWEliSEUyNWNmV1BncDNBfn4%3D&chksm=7e565b6b4921d27db11f14895a68ac1c1e06638ea02639db00bf328f1b2948e21589aefb8e65,马斯克推出海外微信 XChat；OpenAI「星门」项目三位核心成员跳槽 Meta；苹果 AI 智能眼镜设计细节曝光 | 极客早知道,解析异常,未提取日期,2026-04-17 00:03:21
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF9DOXBFTWs5UDB6ckFGODlUZDdmU0c3LXhJeFZOTklRcXFrbEdXYnJIbGE5dGpqTEx2SnBnOEVqUlo1ZGdzdVdIQ0VQZGhJV21NU01PUjdGT2dENXZtNTVxbTNkVW9Mb1Q0akpxclRfSU0zRTlrRVhfNFlBU1RpTk9KckEwcF9KS3dyRUJVdS1EU0ZFd2h6OUxLUFJCNXFoZlVzb0tTaExIRmwzRlpBfn4%3D&chksm=7e565b434921d25579496a2ece6543451f69d8832f632fc2fbb391b5d41de8d8a95ffd547830,马斯克的美国版微信 XChat，本周正式上架,解析异常,未提取日期,2026-04-17 00:03:21
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9mRzJLV2duYy9UWTR2emRrTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbEhTb21SbWxPM1l4OTVWQ3YtOHo5Q0hLVUlsQVROOVpuNmJjY2liSWVjVk5UUUZVLWo0azJ2bFBhMG9tcHZveHdrTFBqOVliaUg4VTA1aWx0Tk94VDRLTG9Ra1pvMkJIZ1pleVpnY2oyaDZnfn4%3D&chksm=c2bf76e1f5c8fff794352df99547c14d3b8b3ffca6745dead398e43bfec938d53aabda9d2f28,赛博祭祀：不烧纸，烧龙虾,解析异常,未提取日期,2026-04-17 00:05:41
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF96TGd5NlczQkcvd3g0OER5ZDdmU0c3LXhJeFZOTklRcXFrbEdXYnJIbGE5dGpqTEx2SnBnOEVqUlo1ZHVFS2dEMUJudk5WVEt6TE1WOGtjWXBuRWNOOWtrUkVlSDhaLUZfeTFzU1hEdVdacGZHNTRueEZ2ZGdUdzJGMm9TQ3VveGk0NlgtRmpCWEVFZDU2MVROVFI1YzFMTmxJUWptdHl1Z19aZTBRfn4%3D&chksm=7e5655d94921dccfedf3c9b5ea79309223bf9b81e27bf3cd18df427225a30195a8019b1aeb78,Cursor 融资 20 亿美元，估值达 500 亿美元；传马斯克 xAI 下周发布 Grok AI Coding 工具；Meta 再裁 8000 人 | 极客早知道,解析异常,未提取日期,2026-04-20 16:09:26
新智元,https://mp.weixin.qq.com/s?__biz=MzI3MTA0MTk1MA==&tempkey=MTM3MF9MNlVYUnpkcTZFQ2lWOU94UlRQNFQtODZqNlBidXdrYy1XT05ISHJGa3FuNzdLOFZYX3hKaUprN1FHUmJydkNzZmZqVHExdE9rUk1ScVNZdlVjNU42UDk5QWUyS3Jvd0V6S3ZXbUNaaU9pNTZuRkgzTmlVdVF3R1d2S3RlMWRfNUhpSEtIclpjZXU1MFFPenhOejZmeUhjTXI3OEpJYl9tVzlFdzd3fn4%3D&chksm=f12f91f9c65818ef97596dd84a3ffb3765e3da7e5551b5423260c4775eaf15a92681ede22a49,Meta继续大裁员，首轮砍8000人！硅谷AI换人潮破8万了,解析异常,未提取日期,2026-04-20 19:21:34
赛博禅心,https://mp.weixin.qq.com/s/RlOzHspYBu1IcGzLM0phuA,始末｜马斯克 600 亿美金收购 Cursor，没那么简单,解析异常,未提取日期,2026-04-22 16:00:18
Z Potentials,https://mp.weixin.qq.com/s?__biz=MzI4NTgxMDk1NA==&tempkey=MTM3MV84bnRYWFV4NkRUWWI4QmhOZy1zaFlKdUdad1lYN3JxajU0dHZLSHNjTDhSYV93ZHNOMlJnWExpYlN6dmpaQ0lOYkNOMXFTbC1fNzJTc1gzMDhyRTVJQy1obC0wTTVYMzQ0dnl4MTdhRlVvajNPX294RE56WVZCMVg1S2FMNTJtUUVoNzZib0N1UjBqcDBXT3RFVEJuTUxxQ1FOREpZNXpTS3JkZ0hRfn4%3D&chksm=ebe474cadc93fddc67d333c586f2237aff95d7f796237dffb5ee40e6ee51ff1191282cd49b8a,深度｜Agent as a service，从加入一场群聊开始,解析异常,未提取日期,2026-04-23 14:14:07
机器之心,https://mp.weixin.qq.com/s/XBu7KrhqZlmvfIJqmFbyFg,蒸馏所有员工：Meta强制收集鼠标键盘输入训练AI，社区炸了,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/XBu7KrhqZlmvfIJqmFbyFg (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F129BD0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/2N_Wfq33hX7_Ig9F4wO-og,ICLR 2026 Oral｜Information Shapes Koopman Representation：信息如何决定世界模拟？,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/2N_Wfq33hX7_Ig9F4wO-og (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12A990>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/QR3Kzv4TFVgQ1SGoHyLi9g,国产具身世界模型「破晓时刻」！中科第五纪FlowWAM登顶全球榜单，斩获双料第一,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/QR3Kzv4TFVgQ1SGoHyLi9g (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B110>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/ZWUI_iuwrRY4vzwo5LWFjg,英伟达迎劲敌？谷歌第八代TPU首推「训推双芯」：8t专攻训练，8i「死磕」推理,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/ZWUI_iuwrRY4vzwo5LWFjg (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B890>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/49sPn3OqJBl0bLlc-Sr-Pg,刚刚，姚顺雨带队「重建」混元，首个大模型上线了,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/49sPn3OqJBl0bLlc-Sr-Pg (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F08FC50>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/o6UrrphPBXqGrn2kr2YtJw,下载量掉到巅峰期一半、日更被骂惨，OpenClaw热还能维持多久？,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/o6UrrphPBXqGrn2kr2YtJw (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B610>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/0mR7DTi26v1FUKIft3bPuw,CVPR 2026 | 告别倾听「扑克脸」，UniLS框架来了，刷新数字人对话SOTA,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/0mR7DTi26v1FUKIft3bPuw (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12AE90>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/RZo5YfYxdB7PhLjTcuwyww,姚顺雨带队、Hy3 preview上线！腾讯现在适合上车吗？,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/RZo5YfYxdB7PhLjTcuwyww (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12A350>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/JzegnNutRBgOyLHMZCxcoQ,刚刚，DeepSeek开始频繁更新：Tile Kernels、DeepEP V2,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/JzegnNutRBgOyLHMZCxcoQ (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F129950>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
机器之心,https://mp.weixin.qq.com/s/lu8qvvJujGShtM7eHLeyBA,首篇「Attention Sink」综述：从利用、理解到消除，Transformer中的注意力「汇聚」全景解析,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/lu8qvvJujGShtM7eHLeyBA (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F08FC50>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:24:26
量子位,https://mp.weixin.qq.com/s/7ROLqZNLEaNGxRoUh90_gQ,半壁华人！GPT Image 2团队曝光：无锡才俊带队，13人4个月封神,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/7ROLqZNLEaNGxRoUh90_gQ (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F129950>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/U56jNspKPMyM5otNkqCSzg,Meta把同事全炼化！强制抓取鼠标按键，用来训AI,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/U56jNspKPMyM5otNkqCSzg (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12A350>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/jepABV_xJiFWzuVqFO8LEQ,小米新开源旗舰！MiMo-2.5更省token：10分钟仿写SBTI测试,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/jepABV_xJiFWzuVqFO8LEQ (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12AE90>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/lq0CJS4agvxN5H6um6f0rA,Nature封面：机器人乒乓球干翻人类职业选手,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/lq0CJS4agvxN5H6um6f0rA (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B610>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/Y9rg_jsCT1Ivj3oTSxVwKQ,视觉大模型迎来“o1时刻”：腾讯混元提出SOAR，让AI在生成中学会自我纠偏,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/Y9rg_jsCT1Ivj3oTSxVwKQ (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F128050>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/lNFm-FW9HmGrGaBluyKLUA,刚刚，姚顺雨首次交卷！腾讯混元3 Preview大模型发布,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/lNFm-FW9HmGrGaBluyKLUA (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B890>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/V6P5oGxx3YaNHim3JMDUIw,马斯克站台谷歌第8代TPU！训练从数月缩至数周、推理性价比提升80%,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/V6P5oGxx3YaNHim3JMDUIw (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B110>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/Y6PGIZmwDX4Y_9aepUv84A,河南师傅，左手扳手，右手飞书，竟然能搞数据分析！,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/Y6PGIZmwDX4Y_9aepUv84A (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12A990>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/t30ArsLj-vzXWZBl23eScA,国内首家百亿估值纯推理GPU独角兽诞生！专访曦望联席CEO王湛：谁的推理成本更低谁就是赢家,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/t30ArsLj-vzXWZBl23eScA (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F129BD0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/yATQ-TUhOqn98Be9EifE5A,27B秒了自家397B旗舰，Qwen3.6-27B开源，智能体编程全面超越前代,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/yATQ-TUhOqn98Be9EifE5A (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F1296D0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/7qy-UuDUS52OgjUi7kdl3g,倒计时4天！我们在寻找能代表今年AI的企业与产品｜榜单申报,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/7qy-UuDUS52OgjUi7kdl3g (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F1296D0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/3QCltK7W7VJv38yeLWfybQ,量子位编辑作者招聘,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/3QCltK7W7VJv38yeLWfybQ (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F129BD0>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/5n5cVeEaqDRFcBKqmOHntg,刚刚，GPT-5.5发布！更强更快更贵，内测英伟达工程师：失去它像被截肢,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/5n5cVeEaqDRFcBKqmOHntg (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12A990>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
量子位,https://mp.weixin.qq.com/s/ils8zHCVtYTjVhTMT121Hw,堪比纪录片！OpenAI总裁讲述72小时内讧始末,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/ils8zHCVtYTjVhTMT121Hw (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B110>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:26:45
新智元,https://mp.weixin.qq.com/s/Za5ShLmS_csGP1sJhuoD9Q,比「同事.Skill」还狠！裁掉8千人后，小扎AI屠宰场炼化在职员工？,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/Za5ShLmS_csGP1sJhuoD9Q (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B890>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:29:52
新智元,https://mp.weixin.qq.com/s/hfRsnvpWeMqPZQe6T7Xr6Q,OpenAI版「龙虾」首次登场！不睡觉不离职，越PUA越聪明,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/hfRsnvpWeMqPZQe6T7Xr6Q (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F08FC50>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:29:52
新智元,https://mp.weixin.qq.com/s/uivjnp1mJtehO7-n9dA0xw,4.55亿美金重注一颗「大脑」！红杉高瓴罕见联手,解析异常,"微信文章解析失败: HTTPSConnectionPool(host='mp.weixin.qq.com', port=443): Max retries exceeded with url: /s/uivjnp1mJtehO7-n9dA0xw (Caused by ProxyError('Unable to connect to proxy', NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x000001429F12B610>: Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。')))",2026-04-24 04:29:52
