标题,日期,星期,链接,来源,标记,消息序号,记录时间
从“龙虾”的喧嚣到 Agent 的未来：先别急着卸载龙虾，我们可能误会了真正的问题出在哪,20260313,周五,https://mp.weixin.qq.com/s/lHMxWgPEZC3VG-r3ZX2KKQ,微信-小雨的路与书,,3135,2026-04-08 12:04:19
科技解码局 II 我把2篇文章丢给AI，3小时后它自己写出了升级攻略——这才是2026年玩龙虾的正确姿势,20260319,周四,https://mp.weixin.qq.com/s/uu0e8ZnkZBTlPXQkGnSfRg,微信-临界创新,,3136,2026-04-08 12:04:19
终极预言：OpenClaw引爆真Web3.0，Agent硬件就是下一代矿机，AI互联网将重构一切,20260315,周日,https://mp.weixin.qq.com/s/buOl8vGtsT0IOgHq7xaxFg,微信-半仙聊AI,,3138,2026-04-08 12:04:19
在母校对外经贸大学的最新演讲——AI时代，我们到底该学什么？（附演讲全文）,20260327,周五,https://mp.weixin.qq.com/s/kcDYPU8qKgoyo_PI09QPKA,微信-小雨的路与书,,3140,2026-04-08 12:04:19
龙虾炸场的 AI 执行革命，为什么必须由硬件来承接？,20260327,周五,https://mp.weixin.qq.com/s/NtpxQZXV06IZqHWdIQkFPA,微信-爱冲浪社区,Pin,3141,2026-04-08 12:04:19
全员应用Agent的100天：一场关于组织重构的深度实验与观察,20260329,周日,https://mp.weixin.qq.com/s/ShTzf8Z6i4epRS0983bqfA,微信-小雨的路与书,,3144,2026-04-08 12:04:19
华为憨憨、千问G1眼镜、Vbot浮出水面：谁代表AI硬件的下一站？,20260325,周三,https://mp.weixin.qq.com/s/bAo1tlGsEpeJaoeHvnNG1A,微信-爱冲浪社区,,3145,2026-04-08 12:04:19
机器人，“跑”得稳比站得直重要,20260327,周五,https://mp.weixin.qq.com/s/6GcvGOfOpdXxfmcc4lOKgw,微信-AGI接口,,3149,2026-04-08 12:04:19
16个让Agent更好用的公司正在融资,20260401,周三,https://mp.weixin.qq.com/s/Rd3ZCPNwwcmfM0atuzX1xQ,微信-elsewhere别处发生,,3152,2026-04-08 12:04:19
"枪口对向自己：为什么复杂组织的AI改造，必须从""OPC战术小组""开始？",20260403,周五,https://mp.weixin.qq.com/s/NQyZo6UwzH4thDRi1LeGPA,微信-小雨的路与书,,3153,2026-04-08 12:04:19
行业观察 | 医疗AI热潮之下的四大悬念,20260408,周三,https://mp.weixin.qq.com/s/ql580ieUG5_renqweGjcCA,微信-HIT专家网官微,,3210,2026-04-08 12:04:19
AI替代大排名：生命科学排第一，医疗卫生辅助为何不能被替代？,20260407,周二,https://mp.weixin.qq.com/s/83A6y3VRc3WgJnApK2h1vg,微信-IVD论坛,,3212,2026-04-08 12:04:19
Seedance2.0上线TapNow，把AI视频创作门槛彻底干没了,20260405,周日,https://mp.weixin.qq.com/s/8geJRJohJ-qR-yaL1J11_A,微信-AI变革,,3236,2026-04-08 19:19:08
Mythos倒贴1亿真相：并非 ASI ，而是攻防奇点,20260408,周三,https://mp.weixin.qq.com/s/__EJEKViPvVhocU2uCsQ3A,微信-AIGC从0到1,,3251,2026-04-08 19:19:08
PixVerse C1 正式发布，全球首个影视行业大模型！,20260408,周三,https://mp.weixin.qq.com/s/--kbDn0VdOIlJpsmeOOhgA,微信-爱诗科技 AIsphere,,3266,2026-04-09 14:43:58
硅谷大佬集体共识：AI正在消灭中层管理者,20260407,周二,https://mp.weixin.qq.com/s/sJoWTdB61mxtU2j9nisW2g,微信-算泥,,3304,2026-04-09 14:43:58
实测即梦Octo，我和它开了个100%灵感剧本会,20260409,周四,https://mp.weixin.qq.com/s/AlvNWNry26kCKO-RuspKAw,微信-卡尔的AI沃茨,,3365,2026-04-10 13:56:29
把“靠谱”做成壁垒：德华模具的专利突围有多狠？,20260408,周三,https://mp.weixin.qq.com/s/ahhHv2bNswOFr8gEdx1zYg,微信-雅式橡塑网 AdsaleCPRJ,,233,2026-04-10 13:58:00
她控诉陈丽华 20 多年，祖宅被拆、官司屡败，这位蓝眼睛北京人，比女首富更该被铭记,20260410,周五,https://mp.weixin.qq.com/s/e5Ys5W-ZQMiZ0fA1owlLmA,微信-卉姐,,238,2026-04-11 12:20:36
绕月飞船漏气了，但四名宇航员安全回家了,20260410,周五,https://mp.weixin.qq.com/s/TCkpRYDvHOetF7ET0KT4Cw,微信-北美打油哥,,242,2026-04-12 16:34:24
可算有个视频Agent做短剧能不剪辑直出100集了，还有不限速Seedance2.0,20260411,周六,https://mp.weixin.qq.com/s/QwgWzY4nVEESR606rOmXKw,微信-卡尔的AI沃茨,,3421,2026-04-13 01:20:02
跟AI说话要憋死！不能停顿、不能有噪音，全双工才是人用的,20260410,周五,https://mp.weixin.qq.com/s/uO1wC89NovTaLEncuXcmDQ,微信-AI变革,,3422,2026-04-13 01:20:02
OpenAI的叛逃者，造就全球估值第二的AI独角兽—Anthropic的传奇,20260413,周一,https://mp.weixin.qq.com/s/4dCuGpfFrXkz2obEJ0-ayw,微信-勇说数智,,3439,2026-04-13 15:45:15
Mythos造假/Opus降智/Agent新平台，Anthropic所有更新一次性看懂,20260413,周一,https://mp.weixin.qq.com/s/IPl6TOuakRD5LzYoLEnpAA,微信-卡尔的AI沃茨,,3450,2026-04-13 19:53:26
实测TapNow x Seedance2.0爆款神器，再次开启高含金量赛事,20260406,周一,https://mp.weixin.qq.com/s/v_yc2_2qktspBvpJN2cIDA,微信-AI创业伙伴,,3452,2026-04-13 19:53:26
为什么说NASA是全人类的文明之光,20260413,周一,https://mp.weixin.qq.com/s/Kio-Ih-ANolELlyAYLziZQ,微信-庐山烟雨小书屋,,248,2026-04-13 19:54:42
我以为在 Vibe Coding，其实一直在被 YC 面试,20260414,周二,https://mp.weixin.qq.com/s/KLQv9JWnXx505z-IZFQYkA,微信-AI产品榜,,3476,2026-04-14 16:46:36
漕河泾的年轻人,20260414,周二,https://mp.weixin.qq.com/s/fOzOwjLbw_saZ9FTwmAFfQ,微信-游戏研究社,,3496,2026-04-15 14:14:13
医疗AI五强竞逐：OpenAI ChatGPT Health如何成为AI医疗的“独立王国”,20260407,周二,https://mp.weixin.qq.com/s/hT3y4Sc2bf3hbi7AE1MQnA,微信-珍立拍,,3499,2026-04-15 14:14:13
不靠感觉不靠投票，我用 Agent 做了一套社群贡献排名系统 | 搭建一家Agent First公司（三）,20260407,周二,https://mp.weixin.qq.com/s/VTMzNVAU-CLK6o4YB18SIg,微信-AI产品黄叔,,3505,2026-04-15 16:03:23
,,,https://www.xiaohongshu.com/discovery/item/69d50582000000001f000932?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB4MB-GpPU6qIYCGNaMTu1HW9wYRnNCdnU1mqaTD59-No%3D&author_share=1&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1775577254&share_id=4a5893782eb14f488a1cfe8a46955112&share_channel=wechat#pushState,APP-小红书,,3506,2026-04-15 16:03:23
我把微信 cli 开源了，群消息终于不用爬楼了！,20260408,周三,https://mp.weixin.qq.com/s/J-nzvyL07VWyKEJyfDEXwQ,微信-苍何,,3508,2026-04-15 16:03:23
MiniMax 发布 MMX-CLI：为 Agent 设计的全模态命令行工具,20260409,周四,https://mp.weixin.qq.com/s/d067bWUdhqYwvfehoYKtVw,微信-MiniMax 稀宇科技,,3509,2026-04-15 16:03:23
分享免费使用企查查的方法,20260410,周五,https://mp.weixin.qq.com/s/za49eMnqyXLs4zgLNX7BoA,微信-康康查风险,,263,2026-04-17 20:14:23
击败95%人类专家！OpenAI生命科学模型GPTRosalind进入新药发现快车道,20260419,周日,https://mp.weixin.qq.com/s/pXD4vLV1rR3XoAGyan3SfA,微信-算泥,,3604,2026-04-20 01:15:42
小时候追的超兽武装，被 AI 一点点带到了现实里,20260413,周一,https://mp.weixin.qq.com/s/BoLiPQxSnlCzJFceK5pcHg,微信-AI产品普洱,,3615,2026-04-20 14:46:24
介绍一下，这是我做的PPT Agent,20260317,周二,https://mp.weixin.qq.com/s/r9Z27U140UtaJvFovPCSTA,微信-三顿,,3635,2026-04-21 17:42:52
还在纠结“龙虾”还是“爱马仕”吗？火山引擎 ArkClaw 让选择不再困难,20260421,周二,https://mp.weixin.qq.com/s/eKPTpBTwOaAS8dRFRb_5VA,微信-火山引擎Agent社区,,3653,2026-04-22 16:03:33
我挖到了Kimi K2.6+Hermes的六个神技巧，这下多Agent 24h组队干活真成了,20260422,周三,https://mp.weixin.qq.com/s/taVyFyuxwsSlf7YPkYTUUQ,微信-卡尔的AI沃茨,,3664,2026-04-22 21:36:57
AI UX体验革命：用户如何从操作员转移到监督员,20260422,周三,https://mp.weixin.qq.com/s/eVJLc5cdVv05B-8AK4v0Qg,微信-AIGC从0到1,,3670,2026-04-23 04:29:08
越用越聪明？Hermes Agent 自进化机制深度体验：从安装到 Skill 自动生成全流程,20260422,周三,https://mp.weixin.qq.com/s/mNfld1cRhvJk66ffU_Pzjg,微信-SuperAI编程,,3673,2026-04-23 04:29:08
你尿尿的时长是不是21秒？2次登上Nature封面的他，靠研究拉尿获得“诺贝尔奖”......,20260418,周六,https://mp.weixin.qq.com/s/wqN9QlY8oJSLrOWOEBvbrA,微信-超级数学建模,,270,2026-04-23 07:24:05
Claude design 连夜突袭设计圈！一句话生成 UI，搞崩 Figma、Adobe 市值,20260419,周日,https://mp.weixin.qq.com/s/SpjewJogJIHFrnIPmmSRhA,微信-AI星踪岛 星探,,3686,2026-04-23 20:22:06
刚刚！Generic Agent 中文教程发布！比Hermes省10倍Token,20260423,周四,https://mp.weixin.qq.com/s/D76ipiGcg__56Lx0Rjs4Iw,微信-Datawhale,,3695,2026-04-24 17:47:17
让代码数了数女儿脑袋里的英语单词,20260424,周五,https://mp.weixin.qq.com/s/gMkfVNOVar4EUar0-2T0kw,微信-AI产品榜,,3701,2026-04-24 17:47:17
DeepSeek-V4 预览版：迈入百万上下文普惠时代,20260424,周五,https://mp.weixin.qq.com/s/8bxXqS2R8Fx5-1TLDBiEDg,微信-DeepSeek,,3705,2026-04-24 17:47:17
震撼！三甲医院心内科每天放号近3000个，凌晨还在看门诊！患者：应该限号，医生猝死找谁看病？13年里163个过劳猝死，门诊量大需要解决,20260403,周五,https://mp.weixin.qq.com/s/_BDYPuSaNbXGt948JF5TWw,微信-梅斯医学,,273,2026-04-24 19:21:18
Xiaomi MiMo-V2.5 系列大模型开启公测,20260423,周四,https://mp.weixin.qq.com/s/ikHvKgVeLILebVMWeF1amQ,微信-Xiaomi MiMo,,3719,2026-04-24 19:33:29
太好用了！在Claude Code Desktop 中使用第三方API的最新保姆级教程,20260425,周六,https://mp.weixin.qq.com/s/DyF_z3lqnt7sRCfQRQeYpQ,微信-字节笔记本,,3740,2026-04-26 04:09:06
Skill创作手记：我把公众号文章的 DNA封装成了排版的 Claude Skill,20260421,周二,https://mp.weixin.qq.com/s/8QBlHzsfpJ7uOUDtc6fZZQ,微信-Lulu的会客厅,,3743,2026-04-26 04:09:06
Web Access：一个Skill，拉满Agent联网和浏览器能力,20260323,周一,https://mp.weixin.qq.com/s/rps5YVB6TchT9npAaIWKCw,微信-一泽Eze,Pin,3749,2026-04-26 22:18:38
全员 token-maxxing，一场没人敢停的军备竞赛,20260426,周日,https://mp.weixin.qq.com/s/kwErGjX231e2efVWhERzTw,微信-晚点LatePost,,3754,2026-04-27 02:02:20
如何把Obsidian Web Clipper价值最大化？,20260422,周三,https://mp.weixin.qq.com/s/hoVUGb-ZHagyD0BlVFsOSA,微信-Next蔡蔡,,3755,2026-04-27 16:17:34
AI时代数据可信流通产业周期洞察报告 ( 2026 ),20260427,周一,https://mp.weixin.qq.com/s/l3ggb0wnJgHJBdO5z1LULw,微信-艾瑞咨询,,3761,2026-04-27 19:24:14
2026 全球软件行业展望：Agentic AI 掀起产业三大变局,20260427,周一,https://mp.weixin.qq.com/s/YROkYSk4YUD64xVrSxNgiA,微信-王吉伟,,3762,2026-04-27 19:24:14
AI时代的双系统：慢系统建能力，快系统放大,20260427,周一,https://mp.weixin.qq.com/s/_AaQxZ8f_I6W_6oU_tZcQg,微信-睿思赛博AI进化场,,3776,2026-04-28 11:21:34
都说AI要革设计师的命，我却靠它多接了一倍的单,20260423,周四,https://mp.weixin.qq.com/s/Jw1pw1Bq8n0_4CzsSzt_3Q,微信-AI变革,,3787,2026-04-29 03:54:40
Agent可以替你相亲，找对象了！,20260429,周三,https://mp.weixin.qq.com/s/6TYHBRaMk985tbeZi0jbIA,微信-AI产品分析,,3824,2026-04-29 16:52:51
GPT-5.5为啥能让OpenAI一雪前耻，超深度拆解GPT-5.5,20260424,周五,https://mp.weixin.qq.com/s/k51gSkScK7nXC_dCxsuxdw,微信-AI变革,,3837,2026-04-29 16:52:51
DeepSeek多模态真的来了？识图模式已开始小范围灰度,20260429,周三,https://mp.weixin.qq.com/s/kvOKbpc-7CfJjgfdUZ3zcA,微信-DeepTech深科技,,3900,2026-04-30 13:27:47
,,,https://mp.weixin.qq.com/s/8rGuLfmdrd7XRPKdVKY6EQ,微信X失效,,3902,2026-04-30 22:52:35
拆解Hindsight如何让AI拥有“可进化的经验”,20260501,周五,https://mp.weixin.qq.com/s/38AGs1L3IxPrKCm2EZiB6A,微信-AIGC从0到1,,3943,2026-05-01 16:13:17
紧急预警：热门AI训练框架 Lightning 的 PyPI 包遭供应链投毒攻击，数百万开发者受影响,20260501,周五,https://mp.weixin.qq.com/s/TWbzCvglwxaGa3J_BepFBQ,微信-AGI安全,,3946,2026-05-01 16:13:17
紧急预警：热门AI训练框架 Lightning 的 PyPI 包遭供应链投毒攻击，数百万开发者受影响,20260501,周五,https://mp.weixin.qq.com/s/TWbzCvglwxaGa3J_BepFBQ,微信-AGI安全,,3952,2026-05-01 16:13:17
Karpathy炉边对话4.29：Agentic Engineering,20260502,周六,https://mp.weixin.qq.com/s/5f9ZGY8FXTC2SGVcGK4M4A,微信-AIGC从0到1,,3962,2026-05-03 01:52:18
白宫发帖：两个国王！查尔斯演讲巧妙反击…,20260429,周三,https://mp.weixin.qq.com/s/LjUvab2gvmL-o9EL7j0L9w,微信-凤凰欧洲,,311,2026-05-03 01:53:51
懂王Skill：Agent和你都能懂的自进化AI日报,20260503,周日,https://mp.weixin.qq.com/s/IL8KQsXXywMMBffqEkm64A,微信-卡尔的AI沃茨,,3984,2026-05-04 10:23:22
你知道ima可以创建Agent了吗？,20260430,周四,https://mp.weixin.qq.com/s/32aPCj1c6Ckqzr21SEJDsg,微信-ima.copilot,,3997,2026-05-06 03:52:14
宾大：有限元思想革新物理神经网络，软子层在PDE逆问题学习中实现高效的高阶导数计算,20260505,周二,https://mp.weixin.qq.com/s/btteWXSzVsQ097Hfe_Rfrw,微信-清熙,,4024,2026-05-07 12:35:41
华尔街最烦的10件事，Anthropic全做成了Agent,20260506,周三,https://mp.weixin.qq.com/s/xWTcxsmPyxbJtOAclkpA3Q,微信-深思SenseAI,,4051,2026-05-07 12:35:41
Claude 8.4亿狂奔34%、百度DuMate飙升114%、智谱Zai登顶国内增速榜！AI产品榜·网站榜 2026.04,20260508,周五,https://mp.weixin.qq.com/s/k3wQSvgmipA09_5rcV3EQA,微信-AI产品榜,,4108,2026-05-08 13:22:33
Redis之父下场，给DeepSeek V4单独造了一台推理引擎,20260508,周五,https://mp.weixin.qq.com/s/9X0bcfUGZYxoXuQwt89zkQ,微信-量子位,,4134,2026-05-09 19:18:35
全球的“聪明钱”正集体涌入这7大未上市公司，为什么？,20260507,周四,https://mp.weixin.qq.com/s/9FU8zAmguYJH-boU_fYYbw,微信-TOP创新区研究院,,4135,2026-05-09 19:18:35
Agent架构的未来:从单体智能到协作生态的演进之路（2.1万字）,20260509,周六,https://mp.weixin.qq.com/s/gAYfok3_8MKwiOaSYm5j7g,微信-AIGC从0到1,,4140,2026-05-09 19:18:35
算中心液冷技术全链路解析：从原理到落地的体系化进阶,20260509,周六,https://mp.weixin.qq.com/s/sKcxb8AUDff_5Y5m88RyxA,微信-智启云圈,,4142,2026-05-09 19:18:35
Agent架构的未来:从单体智能到协作生态的演进之路（2.1万字）,20260509,周六,https://mp.weixin.qq.com/s/gAYfok3_8MKwiOaSYm5j7g,微信-AIGC从0到1,,4143,2026-05-09 19:18:35
高盛：AI是否泡沫，要看接下来5年的7.6万亿美元基建,20260510,周日,https://mp.weixin.qq.com/s/kOG2J__mZzYQf5SMy_CoIg,微信-算泥,,4173,2026-05-13 20:03:37
实测！AI短剧创作全流程，快来看我的超爽逆袭短剧[潜龙归位],20260508,周五,https://mp.weixin.qq.com/s/1RnMIDm1mwIjULE1TFjVzg,微信-AI变革,,4181,2026-05-13 20:03:37
施耐德、森马和钉钉：Agent该如何扛起企业KPI？,20260511,周一,https://mp.weixin.qq.com/s/c9ITOCgDi4TFCj963CsdWQ,微信-虎嗅智库服务,,4207,2026-05-13 20:03:37
大模型越做越大，面壁智能反手做了个小100倍还能看图的,20260513,周三,https://mp.weixin.qq.com/s/-KrW4cYQcRG1VwwN6TF9Zw,微信-卡尔的AI沃茨,,4216,2026-05-13 20:03:37
扣子编程上线“收钱” Skill：你的网站应用能一键开通支付了,20260513,周三,https://mp.weixin.qq.com/s/LE6toGB_RPgCACSd_mFheA,微信-扣子Coze,,4220,2026-05-13 20:03:37
AI大瓜，Hermes Agent确认被投毒！密码泄漏风险高危！,20260513,周三,https://mp.weixin.qq.com/s/4Qq4oRm2KXThKRHdyGuQ4w,微信-JackCui,,4254,2026-05-23 18:01:59
嘉宾分享：AI Coding 的下一道坎，不是模型，而是工程化,20260516,周六,https://mp.weixin.qq.com/s/Xudr-fi54981A2wciM4FQQ,微信-张和专业讲AI,,4262,2026-05-23 18:01:59
《“睿思德”：临床人工智能决策支持系统的部署前安全评估框架》,20260516,周六,https://mp.weixin.qq.com/s/NNTbTbQlu8o0oFYihqeRRA,微信-数字医疗,,4263,2026-05-23 18:01:59
实测！AI短剧创作全流程，快来看我的超爽逆袭短剧[潜龙归位],20260508,周五,https://mp.weixin.qq.com/s/1RnMIDm1mwIjULE1TFjVzg,微信-AI变革,,4266,2026-05-23 18:01:59
打水漂：一个真实的人，追逐Agent演化脉络的记录,20260516,周六,https://mp.weixin.qq.com/s/UClezqQ0LouPPFYKhAjotA,微信-AIGC从0到1,,4277,2026-05-23 18:01:59
嘉宾分享：AI Coding 的下一道坎，不是模型，而是工程化,20260516,周六,https://mp.weixin.qq.com/s/Xudr-fi54981A2wciM4FQQ,微信-张和专业讲AI,,4291,2026-05-23 18:01:59
财务必看：零代码实战！搭建财务分析智能体（全程图文 + 可复用模板）,20260518,周一,https://mp.weixin.qq.com/s/sGRB-5Rv5KVfXIyG2YZsJA,微信-昶睿AI Agent,,4303,2026-05-23 18:01:59
始智AI-Agentverse上线!让你的Agent 加入一个真正的数字社会,20260517,周日,https://mp.weixin.qq.com/s/2u6OPi2D18zEaYsPStEkZw,微信-始智AI wisemodel,,4323,2026-05-23 18:01:59
Dify 团队协作上线：Workflow 从个人画布到多人共建,20260513,周三,https://mp.weixin.qq.com/s/NruMiW-syrHd6BT98WXgvg,微信-Dify,,4325,2026-05-23 18:01:59
Agentic ERP：下一代企业操作系统架构全解析,20260519,周二,https://mp.weixin.qq.com/s/0Rrb-K7sNo2B9y51jwL0oA,微信-王吉伟,,4339,2026-05-23 18:01:59
「一切皆可 Skill」｜SOLO 技能创作赛正式开启！,20260512,周二,https://mp.weixin.qq.com/s/tutPFfvCq5NPzWITdXt6Yw,微信-TRAE.ai,,4345,2026-05-23 18:01:59
OpenAI 狂砸40亿美刀下场抢FDE，软件工程师的尽头原来是驻场啊,20260512,周二,https://mp.weixin.qq.com/s/HaV5Jh8KjkJinVtliI_qrg,微信-InfoQ,,4346,2026-05-23 18:01:59
刚刚，微信群聊能一键总结了,20260513,周三,https://mp.weixin.qq.com/s/oHd_srJv3C9AXhZY_-eJcw,微信-腾讯,,4347,2026-05-23 18:01:59
豆包输入法正式上线，完全免费,20260513,周三,https://mp.weixin.qq.com/s/OVSKxiF0cV5PdfCBqSjCVg,微信X失效,,4348,2026-05-23 18:01:59
把我看笑了,20260511,周一,https://mp.weixin.qq.com/s/73YY89nRlV7bY-kIKC27PQ,微信X失效,,4349,2026-05-23 18:01:59
AI大瓜，Hermes Agent确认被投毒！密码泄漏风险高危！,20260513,周三,https://mp.weixin.qq.com/s/4Qq4oRm2KXThKRHdyGuQ4w,微信-JackCui,,4350,2026-05-23 18:01:59
"这个 Agent Team，终于不是""角色扮演""了",20260514,周四,https://mp.weixin.qq.com/s/jSBg3-63n-ks3b5W-jzubg,微信-AI产品黄叔,,4351,2026-05-23 18:01:59
弃 Markdown、用 HTML 做视频-Anthropic、HeyGen 为什么突然都在用 HTML？,20260520,周三,https://mp.weixin.qq.com/s/L3f7PciKFOdPJw8zkjqz3w,微信-月鹿造物,,4378,2026-05-23 18:01:59
Qwen3.7：智能体新前沿,20260520,周三,https://mp.weixin.qq.com/s/aAWHw7itcNx9pIEinZIOPA,微信-千问大模型,,4380,2026-05-23 18:01:59
《用于罕见病诊断与风险基因优先排序的多功能AI智能体系统》,20260520,周三,https://mp.weixin.qq.com/s/Ht6io-2CB-NQ50ycjhsP-Q,微信-数字医疗,,4384,2026-05-23 18:01:59
做 AI 漫剧和真人短剧，其实就是一回事,20260520,周三,https://mp.weixin.qq.com/s/AElubqc5Wbm68xKluVtqlw,微信-羊羊AI视频,,4389,2026-05-23 18:01:59
『书生』科学大模型Intern-S2-Preview开源！,20260519,周二,https://mp.weixin.qq.com/s/gD7U0eUZcz3-vJ56YgjR9Q,微信-始智AI wisemodel,,4394,2026-05-23 18:01:59
Github 超4000个内部仓库被TeamPCP 入侵！,20260520,周三,https://mp.weixin.qq.com/s/6OF0ETWaWkyTSc2g-lbiQw,微信-AGI安全,,4398,2026-05-23 18:01:59
算力租赁，狂欢下的冷思考：是下一个“共享经济”泡沫，还是AI时代的“水电煤”机遇？,20260521,周四,https://mp.weixin.qq.com/s/WEjt00obQEFo9sv_lriAqw,微信-勇敢姐飙AI,,4403,2026-05-23 18:01:59
19天卖了近亿元，机器狗真能进家庭吗？｜向上向新,20260512,周二,https://mp.weixin.qq.com/s/BcxJlg5483IWonWhFSTVUg,微信-AGI接口,,4406,2026-05-23 18:01:59
一个肄业博士，40天拉下5位院长：学术造假的遮羞布，被一把AI撕碎了,20260513,周三,https://mp.weixin.qq.com/s/gcadJ4GlB3n1QGcKgWqXJQ,微信-空谈不误国,,345,2026-05-23 18:09:11
中俄元首会晤成果文件清单,20260521,周四,https://mp.weixin.qq.com/s/1k5oZOtz9st8YDMbvgUZgw,微信-求是网,,367,2026-05-23 18:09:11
PicoClaw 入门：轻量级个人 AI 助手,20260524,周日,https://www.drpang.ai/picoclaw-lightweight-ai-assistant,Web_OT,,4426,2026-05-25 02:55:15
今日头条,,,https://m.toutiao.com/article/7643028993847099940,头条OT,,4438,2026-05-28 01:30:51
那个参加我是歌手的传奇「胡彦斌」开始 Vibe Coding 了,20260525,周一,https://mp.weixin.qq.com/s/g7s32hi3c2lu9OsBghfK8Q,微信-AI产品分析,,4445,2026-05-28 01:30:51
拆解完火遍全球的《丧尸清道夫》，我发现普通人做 AI 视频，第一步根本不是写剧本,20260525,周一,https://mp.weixin.qq.com/s/7VR3x_hjkUcGKTbLLs7wlQ,微信-西羊石AI视频,,4446,2026-05-28 01:30:51
Claude Design这类AI高保真原型工具，对产品经理和设计师来说，到底是威胁还是机遇？我们应该如何正确看待它们,20260510,周日,https://mp.weixin.qq.com/s/CuAQHgoqmaaMKWOrZuDlMw,微信-知果日记,,4448,2026-05-28 01:30:51
老板如何获得AI员工 #01 ：为什么传统公司组织结构，正在被 AI 重构？,20260525,周一,https://mp.weixin.qq.com/s/ZGhJUoiDRZ_gXUppxrCI9g,微信-AI职员实验室,,4467,2026-05-28 01:30:51
6 小时，5561 个GitHub 公开仓库被植入后门！,20260525,周一,https://mp.weixin.qq.com/s/ZIKrY62X81GXg2X_MKGBmA,微信-AGI安全,,4475,2026-05-28 01:30:51
英伟达开源深度研究引擎：企业级数据不出门，研究自动做,20260526,周二,https://mp.weixin.qq.com/s/NQWdZgs_4XOm2eQuLkTJdw,微信-算泥,,4495,2026-05-28 01:30:51
OpenClaw如何接入始智AI Agent世界,20260526,周二,https://mp.weixin.qq.com/s/yzWUArDCGR4oEU0uq5jVYQ,微信-始智AI wisemodel,,4510,2026-05-28 01:30:51
2亿人开始跟AI聊钱，人类的钱焦虑，AI接住了吗？,20260519,周二,https://mp.weixin.qq.com/s/OMXsQsf9hwLuBXIdq5mRgQ,微信-AI创业伙伴,,4525,2026-05-30 04:04:57
飞书画板拯救我！一句话生成可编辑图表，Agent、飞书都能用,20260527,周三,https://mp.weixin.qq.com/s/g73H-xQCSOMx251e2b4nfw,微信-AI变革,,4528,2026-05-30 04:04:57
李开复内部讲话：今年15亿订单，2027年IPO｜独家,20260528,周四,https://mp.weixin.qq.com/s/XljPcYrye-krJqIW3UCcMg,微信-AGI接口,,4530,2026-05-30 04:04:57
Snowflake财报透视企业AI：收入增速加速至34%，全年增长预期上调至31%，演进为企业级智能控制平面，引领企业AI下一阶段！,20260528,周四,https://mp.weixin.qq.com/s/ymMAiiqwDF6RyDhkLxj2hg,微信-王铮Silvia,,4549,2026-05-30 04:04:57
极左，为什么是人类一次又一次踏进的深坑,20260529,周五,https://mp.weixin.qq.com/s/4XrSI2UBMlz6-dioe7iBMw,微信-海边的西塞罗,,388,2026-05-30 04:06:26
老板如何获得AI员工 #05 : 老板不懂A2A，你怎么做生意，你的下一个客户可能不是“人”,20260529,周五,https://mp.weixin.qq.com/s/uGiz7ZFXtb9BA0lrsq-E4Q,微信-AI职员实验室,,4561,2026-05-30 14:51:54
万字长文：个人如何用 Obsidian 搭建本地知识库——从入门到构建你的「第二大脑」,20260414,周二,https://mp.weixin.qq.com/s/SPLTD-hFAsyYAA7V1lU8OA,微信-CIT云原生,Pin,4562,2026-05-30 14:51:54
非哥工具箱 - AI工具、效率软件与素材资源库,,,https://www.feige177.com,,,4568,2026-05-31 11:25:28
戴尔财报透视AI需求：营收增长88%，积压订单513亿美元，客户正积极升级计算能力、扩容存储并更新个人电脑，应对下一代工作负载挑战！,20260529,周五,https://mp.weixin.qq.com/s/JgeVeiltXzfpCA2056z0Tg,微信-王铮Silvia,,4571,2026-05-31 11:25:28
Opus 4.8 刚发布，被DHH和Redis之父当场拆台：跑分赢了GPT-5.5，但编码王座不稳了,20260529,周五,https://mp.weixin.qq.com/s/mfSD-oq-kFjYff1GAnbo5A,微信-InfoQ,,4597,2026-06-03 14:05:12
MiniMax M3：前沿 Coding 能力、1M 上下文、原生多模态，一个模型全给你,20260601,周一,https://mp.weixin.qq.com/s/JbjyiXI0kP2Wlqbd-q0www,微信-MiniMax 稀宇科技,,4626,2026-06-03 14:05:12
独立创作者在人工智能时代的优势,20260603,周三,https://mp.weixin.qq.com/s/VIpahxInHvqIkNqG4ltH3Q,微信-屠龙之术,,4646,2026-06-05 03:52:03
OpenAI最新报告：Codex正重塑所有知识工作,20260603,周三,https://mp.weixin.qq.com/s/Nw_4A0o1DZ-9TuNJ3twa7g,微信X失效,,4647,2026-06-05 03:52:03
摧毁经济的不是AI，是管制和通胀！,20260602,周二,https://mp.weixin.qq.com/s/lxj-0GHbLcp5c1ac_B06oQ,微信-代价研究僧,,402,2026-06-06 16:42:01
AI恐慌，是一场闹剧,20260603,周三,https://mp.weixin.qq.com/s/_kNSvSv0SBoO8Z6DwsYkVQ,微信-奥派老古,,4677,2026-06-06 16:43:01
AI 让软件无限供给以后，真正稀缺的是什么？,20260606,周六,https://mp.weixin.qq.com/s/SJkDWzi8TTXavCGGG0ImgQ,微信-AIGC从0到1,,4693,2026-06-07 16:37:52
